url,Creation_day,Update_day,Expiration_day,Expiration_Creation_day,netname,ttl,len_domain,len_path,len_parameter,len_tld,'%','$','=','@','?','&','#','.','_','-',';','{','}','[',']','|','+','*',uppercase,digit_ratio,consonant_vowel,https,file_extension,url_shortening
http://www.eu-id3.com/identify-customer=L4VVKtJYRELxi9kYcnuS78giOHWqyiyGEGI7M3JaDW4SVPgRDcuOboKJM3BsFEf4ZBhLSPKxpIYVLM2uwjB57SnFRRqys9wZEW07/,,,,,,Error: The DNS query name does not exist: www.eu-id3.com.,14,120,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37589,0.11348,0.6,0,0,0
http://18846846874646-verify.net,,,,,,Error: The DNS query name does not exist: 18846846874646-verify.net.,25,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.66667,0,0,0
http://grupoarcsi.com,,,,,,Error: The DNS query name does not exist: grupoarcsi.com.,14,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61538,0,0,0
http://www.spg-pneus.com/skyfall/d4f311b0269cc100ba67c823e20fd65f/,6001.0,187.0,208.0,6210.0,,Error: The DNS query name does not exist: www.spg-pneus.com.,17,42,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303,0.78571,0,0,0
http://negociandoinmuebles.com,,,,,,Error: The DNS query name does not exist: negociandoinmuebles.com.,23,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54545,0,0,0
http://www.navsarifinder.in/wp-includes/fonts/Googelpagenew33/,,,,,,Error: The DNS query name does not exist: www.navsarifinder.in.,20,35,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01613,0.03226,0.66667,0,0,0
http://pastehtml.com/view/bg06aw6j3.html,5474.0,10.0,369.0,5844.0,DIGITALOCEAN-159-203-0-0,1800,13,20,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.75,0,1,0
http://alertserviciewellsfargoauth8.000webhostapp.com,2812.0,735.0,1204.0,4017.0,AWEX-CLOUD-000WEBHOST-1,60,46,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07547,0.625,0,0,0
http://itvertical.com,1946.0,513.0,245.0,2192.0,AT-88-Z,60,14,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61538,0,0,0
http://service-sevenuao.org,,,,,,Error: The DNS query name does not exist: service-sevenuao.org.,20,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.id8-eu.co.uk/identify-customer=Ear2GwbDeSjQzq6QSIWzYes5zqDxh85FqlWDe4JvanaX7MmQ0NplNzGYRhcUolC2DkNbDJHCVMKZhC1EeMSrEiNOpWZEP1Wjt65T/,,,,,,Error: The DNS query name does not exist: appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify6.id8-eu.co.uk.,73,120,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.075,0.58621,0,0,0
http://pastehtml.com/view/bdkulxy76.html,5474.0,10.0,369.0,5844.0,DIGITALOCEAN-159-203-0-0,1800,13,20,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.75,0,1,0
http://singhaniawires.com,3432.0,366.0,585.0,4018.0,GO-DADDY-COM-LLC,600,18,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58824,0,0,0
http://imageplayphoto.com,,,,,,Error: The DNS query name does not exist: imageplayphoto.com.,18,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58824,0,0,0
http://gysamoon.tk,,,,,,Error: The DNS query name does not exist: gysamoon.tk.,11,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,0
http://www.korskyrkanorebro.se/alinew/inq.html,7085.0,192.0,220.0,7305.0,SQUARESPACE,300,23,16,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71429,0,1,0
http://paypal-kundencenter.com,,,,,,Error: The DNS query name does not exist: paypal-kundencenter.com.,23,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66667,0,0,0
http://pastehtml.com/view/bdh3c9eyv.html,5474.0,10.0,369.0,5844.0,DIGITALOCEAN-159-203-0-0,1796,13,20,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.75,0,1,0
http://alkaramseo.com,2922.0,6.0,365.0,3288.0,LAYER-HOST,600,14,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53846,0,0,0
http://update-accounte.strikefighterconsultinginc.com,4736.0,258.0,377.0,5114.0,,Error: The DNS query name does not exist: update-accounte.strikefighterconsultinginc.com.,46,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62791,0,0,0
http://www.apple.id.nwcloud-app.com/apple/,,,,,,Error: The DNS query name does not exist: www.apple.id.nwcloud-app.com.,28,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69565,0,0,0
http://60l3j5wg.myutilitydomain.com,5198.0,84.0,280.0,5479.0,,Error: The DNS query name does not exist: 60l3j5wg.myutilitydomain.com.,28,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11429,0.68182,0,0,0
http://web-khalkruezye.com,,,,,,Error: The DNS query name does not exist: web-khalkruezye.com.,19,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64706,0,0,0
http://advance-group-2017.tk,,,,,,Error: The DNS query name does not exist: advance-group-2017.tk.,21,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.64286,0,0,0
http://sonicelevatorltd.com,,,,,,Error: The DNS query name does not exist: sonicelevatorltd.com.,20,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63158,0,0,0
http://pakistantanners.org,8120.0,84.0,280.0,8401.0,NCNET-4,14400,19,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66667,0,0,0
http://appidmsa-en-ca.com,,,,,,Error: The DNS query name does not exist: appidmsa-en-ca.com.,18,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0
http://soulsinsynch.com,,,,,,Error: The DNS query name does not exist: soulsinsynch.com.,16,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73333,0,0,0
http://publicaredicto.com,3776.0,126.0,241.0,4018.0,CLOUDFLARENET,300,18,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58824,0,0,0
http://endrocrinologydiabetes.com,,,,,,Error: The DNS query name does not exist: endrocrinologydiabetes.com.,26,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0
http://itunesconnect.apple.com-webobjects-itunesconnect.woa.archiefvernietigen.nu,4368.0,350.0,15.0,4383.0,XLIS-VPS,1000,74,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59701,0,0,0
http://roaneink.com,,,,,,Error: The DNS query name does not exist: roaneink.com.,12,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54545,0,0,0
http://clickandbuy.elaine-asp.de/go/503147e3/7ftajglq,,,,,,Error: The DNS query name does not exist: clickandbuy.elaine-asp.de.,25,21,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15094,0.59091,0,0,0
http://arangnarang.com/bbs/data/wwwPayPalcom9138/index.php?cmd=_login-submit&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c25fe4a05bcb33bff68c4fe49456517e3e,,,,,,Error: The DNS query name does not exist: arangnarang.com.,15,36,95,3,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01299,0.25974,0.64286,0,0,0
http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/9cc252560ac8037717b7ea87ce1e7474/,,,,,,Error: The DNS query name does not exist: 1-configurazione-supporto-apple.store-contatta.bimabn.com.,57,45,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00917,0.21101,0.59184,0,0,0
http://protection800000.000webhostapp.com,2812.0,735.0,1204.0,4017.0,AWEX-CLOUD-000WEBHOST-1,60,34,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21951,0.65217,0,0,0
http://332818-de-prob-sicherheit-validierung.sicherheitshilfe-schutz.ml,,,,,,Error: The DNS query name does not exist: 332818-de-prob-sicherheit-validierung.sicherheitshilfe-schutz.ml.,64,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08451,0.64706,0,0,0
http://pastehtml.com/view/bbnwhoq5d.html,5474.0,10.0,369.0,5844.0,DIGITALOCEAN-159-203-0-0,1800,13,20,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.75,0,1,0
http://miriyie8.000webhostapp.com,2812.0,735.0,1204.0,4017.0,AWEX-CLOUD-000WEBHOST-1,57,26,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121,0.6,0,0,0
http://portalclientebb.ml,,,,,,Error: The DNS query name does not exist: portalclientebb.ml.,18,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70588,0,0,0
http://kellyboy49.com,,,,,,Error: The DNS query name does not exist: kellyboy49.com.,14,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09524,0.72727,0,0,0
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.srv-woa1.co.uk/identify-customer=n61UXoG84419mzTgtaukacMmHVl20hJbo0z7zsuAPm94JM1moVrpm9S5CtJVx1bStNyR5YE2TpOul39xysHcWczvij35eX8gKjHr/,,,,,,Error: The DNS query name does not exist: appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify8.srv-woa1.co.uk.,75,120,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14356,0.12871,0.61667,0,0,0
http://inspireconsulting.ro,,,,,RO-GTSTELECOM-CLAUSWEB_SRL-20080708,14400,20,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63158,0,0,0
http://agiiity.com,,,,,,Error: The DNS query name does not exist: agiiity.com.,11,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0
http://elfqrin.tk,,,,,,Error: The DNS query name does not exist: elfqrin.tk.,10,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77778,0,0,0
http://www.buurtenbijera.nl/images/Paypal/d4a1912f846370f53c67e4e62836d747/mpp/verify/,,,,,NL-KPN-BBT-990701,86400,20,59,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01163,0.27907,0.66667,0,0,0
http://www.forum.samceline.de/account.google.php?iatk%1s%00%1g%23oyuyvi%2v=933,,,,,,Error: The DNS query name does not exist: www.forum.samceline.de.,22,19,29,2,5.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12821,0.63158,0,0,0
http://trabalhobom1.h19.ru/cadastro.html,,,,,CC-107-172-18-0-25,3600,19,14,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.64286,0,1,0
http://pastehtml.com/view/bemzw15vc.html,5474.0,10.0,369.0,5844.0,DIGITALOCEAN-159-203-0-0,1777,13,20,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.75,0,1,0
http://wfbank.trade,,,,,,Error: The DNS query name does not exist: wfbank.trade.,12,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72727,0,0,0
http://us.battle.net.login.en.ppweb.asia/login/en/login.html?app=bamapp=wameor=0ref=www.battle.net/account,,,,,,Error: The DNS query name does not exist: us.battle.net.login.en.ppweb.asia.,33,20,45,4,0.0,0.0,4.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00943,0.59259,0,0,0
http://connect.secure.service.insurances.click,,,,,,Error: The DNS query name does not exist: connect.secure.service.insurances.click.,39,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62857,0,0,0
http://methuenmorgan.com,,,,,,Error: The DNS query name does not exist: methuenmorgan.com.,17,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0,0,0
http://banket-hol.ru/modules/mod_sys/7772367573/login2491284/,,,,,,Error: The DNS query name does not exist: banket-hol.ru.,13,41,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27869,0.63636,0,0,0
http://services.notification.cspayment.info,,,,,,Error: The DNS query name does not exist: services.notification.cspayment.info.,36,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60606,0,0,0
http://santossarioa.000webhostapp.com,2812.0,735.0,1204.0,4017.0,AWEX-CLOUD-000WEBHOST-1,60,30,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08108,0.6,0,0,0
http://empresarialjuridico.website,,,,,,Error: The DNS query name does not exist: empresarialjuridico.website.,27,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53846,0,0,0
http://comercialaranguiz.cl/wp-content/imagenes/facte/c5b85c328b93c7f779914693e0adcd34/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,,,,,,Error: The DNS query name does not exist: comercialaranguiz.cl.,20,70,88,2,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.57895,0,0,0
http://www.tampromocoes.com.br/cadastro.php,5541.0,84.0,303.0,5844.0,,Error: The DNS operation timed out after 5.0017993450164795 seconds,23,13,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1,0
http://air-curtain-heater.com/?rid=http://readyourecard.com?a=vip35,7636.0,-7.0,33.0,7670.0,AT-88-Z,600,22,1,36,3,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02985,0.52632,0,0,0
http://216.240.136.203/recordings/cgi-bin1/fr/?fr/cgi-bin/webscr?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d0b7e678a25d883d0bcf119ae9b66ba33,8418.0,17.0,347.0,8766.0,AWS-MULTA,Error: The DNS query name does not exist: 216.240.136.203.,15,24,106,0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0,0,0
http://highedgesolar.com/nw/includes/,4390.0,12.0,358.0,4749.0,SINGLEHOP,1200,17,13,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0,0,0
http://zentronic.co.id,,,,,,Error: The DNS query name does not exist: zentronic.co.id.,15,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61538,0,0,0
http://www.id8-eu.net/identify-customer=LqsCVpkxzHoTPuErLjU9uIxLs2SOgqoxyh1mLzoE7jo6TgpUBUruxbvRoJw5ZXRBzBcuBDZVPsTrU2woNfQaJDJ89U5FGQ3Dxyqa/,,,,,,Error: The DNS query name does not exist: www.id8-eu.net.,14,120,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30496,0.08511,0.6,0,0,0
http://weightloss-ez.com,,,,,,Error: The DNS query name does not exist: weightloss-ez.com.,17,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66667,0,0,0
http://www.uniquelife.gr/wp-includes/fonts/update.information.your.account/file/app/dcbfd56228713d6b157798e62856fff5/,,,,,,Error: The DNS query name does not exist: www.uniquelife.gr.,17,93,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17949,0.6,0,0,0
http://chydh.net,,,,,,Error: The DNS query name does not exist: chydh.net.,9,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0,0,0
http://newsystemsservice.com,,,,,,Error: The DNS query name does not exist: newsystemsservice.com.,21,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,0
http://www.ek63.cn/js?app=com-d3us.battle.net/login/en/?ref=us.battle.net/d3/en/index,,,,,NET-23-230-205-0,600,11,3,63,2,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04706,0.85714,0,0,0
